id,title,abstract,year
1628,A Cutting Plane Method for Analytical Target Cascading With Augmented Lagrangian Coordination,"Various decomposition and coordination methodologies for solving large-scale system design problems have been developed and studied during the past few decades. However, there is generally no guarantee that they will converge to the expected optimum design under general assumptions. Those with proven convergence often have restricted hypotheses or a prohibitive cost related to the required computational effort. Therefore there is still a need for improved, mathematically grounded, decomposition and coordination techniques that will achieve convergence while remaining robust, flexible and easy to implement. In recent years, classical Lagrangian and augmented Lagrangian methods have received renewed interest when applied to decomposed design problems. Some methods are implemented using a subgradient optimization algorithm whose performance is highly dependent on the type of dual update of the iterative process. This paper reports on the implementation of a cutting plane approach in conjunction with Lagrangian coordination and the comparison of its performance with other subgradient update methods. The method is demonstrated on design problems that are decomposable according to the analytic target cascading (ATC) scheme.",2010
1629,Reducible Uncertain Interval Design (RUID) by Kriging Meta-Model Assisted Multi-Objective Optimization,"Optimization under uncertainty can be a difficult and computationally expensive problem driven by the need to consider the degrading effects of system variations. Sources of uncertainty that may be reducible in some fashion present a particular challenge because designers must determine how much uncertainty to accept in the final design. Many of the existing approaches for design under input uncertainty require potentially unavailable or unknown information about the uncertainty in a system’s input parameters; such as probability distributions, nominal values or uncertain intervals. These requirements may force designers into arbitrary or even erroneous assumptions about a system’s input uncertainty when attempting to estimate nominal values and/or uncertain intervals for example. These types of assumptions can be especially degrading during the early stages in a design process when limited system information is available. In an effort to address these challenges a new design approach is presented that can produce optimal solutions in the form of upper and lower bounds (which specify uncertain intervals) for all input parameters to a system that possess reducible uncertainty. These solutions provide minimal variation in system objectives for a maximum allowed level of input uncertainty in a multi-objective sense and furthermore guarantee as close to deterministic Pareto optimal performance as possible with respect to the uncertain parameters. The function calls required by this approach are dramatically reduced through the use of a kriging meta-model assisted multi-objective optimization technique performed in two stages. The capabilities of the approach are demonstrated through three example problems of varying complexity.",2010
1630,Multi-Objective Optimization in Industrial Robotic Cell Design,"It has become a common practice to conduct simulation-based design of industrial robotic cells, where Mechatronic system model of an industrial robot is used to accurately predict robot performance characteristics like cycle time, critical component lifetime, and energy efficiency. However, current robot programming systems do not usually provide functionality for finding the optimal design of robotic cells. Robot cell designers therefore still face significant challenge to manually search in design space for achieving optimal robot cell design in consideration of productivity measured by the cycle time, lifetime, and energy efficiency. In addition, robot cell designers experience even more challenge to consider the trade-offs between cycle time and lifetime as well as cycle time and energy efficiency. In this work, utilization of multi-objective optimization to optimal design of the work cell of an industrial robot is investigated. Solution space and Pareto front are obtained and used to demonstrate the trade-offs between cycle-time and critical component lifetime as well as cycle-time and energy efficiency of an industrial robot. Two types of multi-objective optimization have been investigated and benchmarked using optimal design problem of robotic work cells: 1) single-objective optimization constructed using Weighted Compromise Programming (WCP) of multiple objectives and 2) Pareto front optimization using multi-objective generic algorithm (MOGA-II). Of the industrial robotics significance, a combined design optimization problem is investigated, where design space consisting of design variables defining robot task placement and robot drive-train are simultaneously searched. Optimization efficiency and interesting trade-offs have been explored and successful results demonstrated.",2010
1631,An Improved Kriging Assisted Multi-Objective Genetic Algorithm,"Although Genetic Algorithms (GAs) and Multi-Objective Genetic Algorithms (MOGAs) have been widely used in engineering design optimization, the important challenge still faced by researchers in using these methods is their high computational cost due to the population-based nature of these methods. For these problems it is important to devise MOGAs that can significantly reduce the number of simulation calls compared to a conventional MOGA. We present an improved kriging assisted MOGA, called Circled Kriging MOGA (CK-MOGA), in which kriging metamodels are embedded within the computation procedure of a traditional MOGA. In the proposed approach, the decision as to whether the original simulation or its kriging metamodel should be used for evaluating an individual is based on a new objective switch criterion and an adaptive metamodeling technique. The effect of the possible estimated error from the metamodel is mitigated by applying the new switch criterion. Three numerical and engineering examples with different degrees of difficulty are used to illustrate applicability of the proposed approach. The results show that, on the average, CK-MOGA outperforms both a conventional MOGA and our developed Kriging MOGA in terms of the number of simulation calls.",2010
1632,Investigating the Significance of “One-to-Many” Mappings in Multiobjective Optimization,"Significant research has focused on multiobjective design optimization and negotiating trade-offs between conflicting objectives. Many times, this research has referred to the possibility of attaining similar performance from multiple, unique design combinations. While such occurrences may allow for greater design freedom, their significance has yet to be quantified for trade-off decisions made in the design space (DS). In this paper, we computationally explore which regions of the performance space (PS) exhibit “one-to-many” mappings back to the DS, and examine the behavior and validity of the corresponding region associated with this mapping. Regions of interest in the PS and DS are identified and generated using indifference thresholds to effectively “discretize” both spaces. The properties analyzed in this work are a mapped region’s location in the PS and DS and the total hypervolume of the mappings. Our proposed approach is demonstrated on two different multiobjective engineering problems. The results indicate that one-to-many mappings occur in engineering design problems, and that while these mappings can result in significant design space freedom, they often result in notable performance sacrifice.",2010
1633,Ball Bearing Fatigue and Wear Life Optimization Using Elastohydrodynamic and Genetic Algorithm,"The present work attempts to improve the performance of rolling element bearings through the increase of fatigue life and the reduction of bearing wear. The formulation is based on Elastohydrodynamic to maximize the realistically evaluated minimum film thickness without significant increase in viscous friction torque. Design vectors are reduced in the present study relative to previous studies as some variables are considered as dependent variables. Other design vectors are not considered as variables in the study due to machining accuracy. This paper presents a more viable method to solve the multi-objective optimization problem using genetic algorithms (GAs) to reduce the chances of getting trapped in local maximum or minimum. Using a utility function, optimal Pareto points are obtained by changing the weight coefficients. Specific weights can be used depending on the designer decision whether to increase fatigue and wear life, or decrease the power consumption.",2010
1634,Development of a Product Family Analysis Toolkit for Systematic Benchmarking,"As global markets saturate and competition intensifies, many manufacturers are focusing on benchmarking families of products alongside individual products to gain valuable insight and strategic advantage over their competitors. Unfortunately, the advantages of benchmarking families of products are often undermined by the limited capability of current benchmarking tools to assist in this process. While methods have been proposed for product family analysis and benchmarking, a major problem is the way in which the component details are collected, and few of the methods have been integrated together. Benchmarking and product family analysis is also time-consuming and subject to human variability since the process is typically done manually without the aid of software. To address these problems, we introduce the Product Family Analysis Toolkit (PFA Toolkit), which combines several popular benchmarking tools to streamline and standardize the process of product family benchmarking. We describe the toolkit’s features and capabilities and then discuss its functionality and usability. The advantages of automating the product family benchmarking process are discussed along with future work.",2010
1635,User Interface Design for Interactive Product Family Analysis and Variants Derivation,"Product family design (PFD) is one of the commonly adopted strategies of product realization in mass customization paradigm. Among the current product family modeling approaches, ontology based modeling has been identified as a promising approach. Previously, we have studied the feasibility of using a semantically annotated multi-facet product family ontology in performing product analysis and variant derivation in the PFD domain. However, the visualization aspects of the ontology are important to assist product designers and engineers to gain insights and benefit from the ever-increasing information from the ontology, e.g. dimension, assembly or configuration wise. From the previous literature, we observe that there are limited usage of visualization and interaction in PFD for tasks such as product analysis and variant derivation. The current hierarchy based representations are limited in displaying ontological relationships and tasks such as commonality analysis seldom make use of visualization to foster better understanding of component similarity. In this study, we report our efforts in assisting product family analysis and variant derivation through visualization and user interface (UI) which enables interactive PFD. Design considerations for our visualization and user interaction design are discussed. By using a multi-touch UI, we discuss on how our UI is able to enable users to better perform product analysis and variant derivation based on the aforementioned ontology in an interactive, intuitive and intelligent manner. We finally conclude this paper with some indications for future works.",2010
1636,Validating the Generational Variety Index (GVI) Through Product Family Optimization: A Preliminary Study,"Effective product platforms must strike an optimal balance between commonality and variety. Increasing commonality can reduce costs by improving economies of scale while increasing variety can improve market performance, or in our robot family example, satisfy various robot missions. Two metrics that have been developed to help resolve this tradeoff are the Generational Variety Index (GVI) and the Product Family Penalty Function (PFPF). GVI provides a metric to measure the amount of product redesign that is required for subsequent product offerings, whereas PFPF measures the dissimilarity or lack of commonality between design (input) parameters during product family optimization. GVI is examined because it is the most widely used metric applicable during conceptual development to determine platform components. PFPF is used to validate GVI because of its ease of implement for parametric variety, as used in this case. This paper describes a product family trade study that has been performed using GVI for a robot product family and compares the results to those obtained by optimizing the same family using PFPF. This work provides a first attempt to validate the output of GVI by using a complementary set of results obtained from optimization. The results of this study indicate that while there are sometimes similarities between the results of GVI and optimization using PFPF, there is not necessarily a direct correlation between these two metrics. Moreover, the platform recommended by GVI is not necessarily the most performance-optimized platform, but it can help improve commonality. In the same regard, PFPF may miss certain opportunities for commonality. The benefits of integrating the two approaches are also discussed.",2010
1637,Universal Product Family Design Valuation in an Uncertain Market Environment,"Strategic adaptability is essential in capitalizing on future investment opportunities and responding properly to market trends in an uncertain environment. Customized products or services are an important source of revenue for many companies, particularly those working with in a mass customization environment where customer satisfaction is of paramount important. In this paper, we extend methods from mass customization and product family design to create specific methods for universal product family design. The objective of this research is to propose a valuation financial model to facilitate universal design strategies that will maximize the expected profit under uncertain constrains. Real options analysis is applied to estimate the valuation of options related to introducing new modules as a platform in a universal product family. We use customers’ preferences based on performance utilities for universal design to reflect demand and demographic trends. To demonstrate implementation of the proposed model, we use a case study involving a family of light-duty trucks. We perform sensitivity analysis to investigate the behavior of the estimated option value against chaining system parameters.",2010
1638,Designing a Product Package Platform,"An essential part of designing a successful product family is establishing a recognizable, familiar, product family identity. It is very often the case that consumers first identify products based on their physical embodiment. The Apple iPod, DeWalt power tools, and KitchenAid appliances are all examples of product families that have successfully branded themselves based on physical principles. While physical branding is often the first trait apparent to designers, there are some products that cannot be differentiated based on physical appearance. This is especially common for consumable products. For example, it is impossible to differentiate between diet Coke, Classic Coke, and Pepsi when each is poured into separate glasses. When differentiation is difficult to achieve from a product’s physical characteristics, the product’s package becomes a vital part of establishing branding and communicating membership to a product family while maintaining individual product identity. In this paper, product packaging is investigated with a focus on the graphic packaging components that identify product families. These components include: color, shape, typography, and imagery. Through the application of tools used in facilities layout planning, graph theory, social network theory, and display design theory an approach to determine an optimal arrangement of graphic components is achieved. This approach is validated using a web based survey that tracks user-package interactions across a range of commonly used cereal boxes.",2010
1639,System RBDO With Correlated Variables Using Probabilistic Re-Analysis and Local Metamodels,"A simulation-based, system reliability-based design optimization (RBDO) method is presented that can handle problems with multiple failure regions and correlated random variables. Copulas are used to represent dependence between random variables. The method uses a Probabilistic Re-Analysis (PRRA) approach in conjunction with a sequential trust-region optimization approach and local metamodels covering each trust region. PRRA calculates very efficiently the system reliability of a design by performing a single Monte Carlo (MC) simulation per trust region. Although PRRA is based on MC simulation, it calculates “smooth” sensitivity derivatives, allowing the use of a gradient-based optimizer. The PRRA method is based on importance sampling. One requirement for providing accurate results is that the support of the sampling PDF must contain the support of the joint PDF of the input random variables. The trust-region optimization approach satisfies this requirement. Local metamodels are constructed sequentially for each trust region taking advantage of the potential overlap of the trust regions. The metamodels are used to determine the value of the indicator function in MC simulation. An example with correlated input random variables demonstrates the accuracy and efficiency of the proposed RBDO method.",2010
1640,A Simulation-Based Random Process Method for Time-Dependent Reliability of Dynamic Systems,"Reliability is an important engineering requirement for consistently delivering acceptable product performance through time. As time progresses, a product may fail due to time-dependent operating conditions and material properties, and component degradation. The reliability degradation with time may significantly increase the lifecycle cost due to potential warranty costs, repairs and loss of market share. In this work, we consider the first-passage reliability, which accounts for the first time failure of non-repairable systems. Methods are available that provide an upper bound to the true reliability, but they may overestimate the true value considerably. This paper proposes a methodology to calculate the cumulative probability of failure (probability of first passage or upcrossing) of a dynamic system with random properties, driven by an ergodic input random process. Time series modeling is used to characterize the input random process based on data from a “short” time period (e.g. seconds) from only one sample function of the random process. Sample functions of the output random process are calculated for the same “short” time because it is usually impractical to perform the calculation for a “long” duration (e.g. hours). The proposed methodology calculates the time-dependent reliability, at a “long” time using an accurate “extrapolation” procedure of the failure rate. A representative example of a quarter car model subjected to a stochastic road excitation demonstrates the improved accuracy of the proposed method compared with available methods.",2010
1641,Multi-Objective Design and Tolerance Allocation for Single- and Multi-Level Systems,In this work we develop a method to perform simultaneous design and tolerance allocation for engineering problems with multiple objectives. Most studies in existing literature focus on either optimal design with constant tolerances or the optimal tolerance allocation for a given design setup. Simultaneously performing both design and tolerance allocation with multiple objectives for hierarchical systems increases problem dimensions and raises additional computational challenges. A design framework is proposed to obtain optimal design alternatives and to rank their performances when variations are present. An optimality influence range is developed to aid design alternatives selections with an influence signal-to-noise ratio that indicates the accordance of objective variations to the Pareto set and an influence area that quantifies the variations of a design. An additional tolerance design scheme is implemented to ensure that design alternatives meet the target tolerance regions. The proposed method is also extended to decomposed multi-level systems by integrating traditional sensitivity analysis for uncertainty propagation with analytical target cascading. This work enables decision-makers to select their best design alternatives on the Pareto set using three measures with different purposes. Examples demonstrate the effectiveness of the method on both single- and multi-level systems.,2010
1642,Modified Reduced Gradient With Realizations Sorting for Hard Equality Constraints in Reliability-Based Design Optimization,"In this work, the presence of equality constraints in reliability-based design optimization (RBDO) problems is studied. Relaxation of soft equality constraints in RBDO and its challenges are briefly discussed while the main focus is on hard equalities that can not be violated even under uncertainty. Direct elimination of hard equalities to reduce problem dimensions is usually suggested; however, for nonlinear or black-box functions, variable elimination requires expensive root-finding processes or inverse functions that are generally unavailable. We extend the reduced gradient methods in deterministic optimization to handle hard equalities in RBDO. The efficiency and accuracy of the first and the second order predictions in reduced gradient methods are compared. Results show the first order prediction being more efficient when realizations of random variables are available. A gradient-weighted sorting with these random samples is proposed to further improve the solution efficiency of the reduced gradient method. Feasible design realizations subject to hard equality constraints are then available to be implemented with the state-of-the-art sampling techniques for RBDO problems. Numerical and engineering examples show the strength and simplicity of the proposed method.",2010
1643,Probabilistic Design Optimization of Frequency Dispersion for Rotating Blades,"In this paper, a probabilistic design optimization method based on finite element method is proposed to calculate the variability of design parameters subject to a specified dispersion of natural frequencies of rotating blades. The element stiffness and mass matrices are derived using a two-stage finite element method and numerical integration. Based on the perturbation technology, the sensitivity of the frequencies, as well as relationship between the frequency dispersion and the coefficient of variability (CV) of the design parameters can be obtained. Such sensitivity information is then used to convert the probabilistic design optimization problem into a deterministic optimization problem. Two case studies are given to illustrate the proposed method. From the results, it is concluded that rotation of blade changes the sensitivity of CV to the design parameters considered, and using the proposed method can transform the probabilistic constraints to deterministic constraints.",2010
1644,Second-Order Reliability Method With First-Order Efficiency,"The widely used First Order Reliability Method (FORM) is efficient, but may not be accurate for nonlinear limit-state functions. The Second Order Reliability Method (SORM) is more accurate but less efficient. To maintain both high accuracy and efficiency, we propose a new second order reliability analysis method with first order efficiency. The method first performs the FORM and identifies the Most Probable Point (MPP). Then the associated limit-state function is decomposed into additive univariate functions at the MPP. Each univariate function is further approximated as a quadratic function, which is created with the gradient information at the MPP and one more point near the MPP. The cumulant generating function of the approximated limit-state function is then available so that saddlepoint approximation can be easily applied for computing the probability of failure. The accuracy of the new method is comparable to that of the SORM, and its efficiency is in the same order of magnitude as the FORM.",2010
1645,A Joint Probability Approach to Multiobjective Optimization Under Uncertainty,"In this paper, we present a new approach to solve optimization problems with multiple objectives under uncertainty. Optimality is considered in terms of the risk that the overall system performance, as defined by all of the multiple objectives exceeding their desired thresholds, remains acceptable. Unlike the existing state-of-the-art, where first-order moments of the system level objectives are used to ensure optimality, we employ a joint probability formulation in our research. The Pareto optimality criterion under uncertainty is defined in terms of joint probability, i.e., probability that all  system objectives are less than the desired thresholds. These thresholds can be viewed as the desired upper/lower bounds on the individual system objectives. The higher the joint probability, the more reliably the thresholds bound the system performance, hence the lower the overall system performance risk. However, a desirable high joint probability may necessitate undesirably high/low thresholds, and hence the tradeoff. In this context, the proposed method provides two decision-making capabilities: (1) Maximum probability design:  given a set of threshold values for system objectives, find the design that yields the maximum joint probability (2) Optimum threshold design:  Given a desired joint probability, find the set of thresholds that yield this probability. In this paper, optimization formulations are presented to solve the above two decision-making problems. A two-bar truss example and the conceptual design of a two-stage-to-orbit launch vehicle are presented to illustrate the proposed methods. The numerical results show that optimizing the mean values of the objectives individually does not necessarily guarantee the desired performance of all objectives jointly under uncertainty, which is of ultimate interest in multiobjective optimization.",2010
1646,Parameter Screening in Dynamic Computer Model Calibration Using Global Sensitivities,"Sensitivity analysis and computer model calibration are generally treated as two separate topics. In sensitivity analysis one quantifies the effect of each input factor on outputs, whereas in calibration one finds the values of input factors that provide the best match to a set of field data. In this paper we show a connection between these two seemingly separate concepts, and illustrate it with an automotive industry application involving a Road Load Acquisition Data (RLDA) computer model. We use global sensitivity analysis for computer models with transient responses to screen out inactive input parameters and make the calibration algorithm numerically more stable. Because the computer model can be computationally intensive, we construct a fast statistical surrogate for the computer model with transient responses. This fast surrogate is used for both sensitivity analysis and RLDA computer model calibration.",2010
1647,Trending Mining for Predictive Product Design,The ,2010
1648,Validating Designs Through Sequential Simulation-Based Optimization,"Computational simulation models support a rapid design process. Given model approximation and operating conditions uncertainty, designers must have confidence that the designs obtained using simulations will perform as expected. This paper presents a methodology for validating designs as they are generated during a simulation-based optimization process. Current practice focuses on validation of simulation models throughout the entire design space. In contrast, the proposed methodology requires validation only at design points generated during optimization. The goal of such validation is confidence in the resulting design rather than in the underlying simulation model. The proposed methodology is illustrated on a simple cantilever beam design subject to vibration.",2010
1649,"Risk Management in Product Design: Current State, Conceptual Model and Future Research","Risk management is an important element of product design. It helps to minimize the project- and product-related risks such as project budget and schedule overrun, or missing product cost and quality targets. Risk management is especially important for complex, international product design projects that involve a high degree of novel technology. This paper reviews the literature on risk management in product design. It examines the newly released international standard ISO 31000 “Risk management — Principles and guidelines” and explores its applicability to product design. The new standard consists of the seven process steps communication and consultation; establishing the context; risk identification; risk analysis; risk evaluation; risk treatment; and monitoring and review. A literature review reveals, among other findings, that the general ISO 31000 process model seems applicable to risk management in product design; the literature addresses different process elements to varying degrees, but none fully according to ISO recommendations; and that the integration of product design risk management with risk management of other disciplines, or between project and portfolio level in product design, is not well developed.",2010
1650,Model-Based Method to Translate System Level Customer Need to Part Specification,"Products are successful because they meet customer needs. However, many customer needs are not expressed in measurable terms. In addition, when such needs are achieved by a complex system made of hardware parts and software, decomposing customer needs to part-level specification is not a trivial task. This paper presents a model-based approach to address such problems. In the case study, the customer need was the noise and vibration level of an unconventional gasoline engine system when running at idle. The hardware component whose performance tolerance needed to be specified was a new type of fuel injectors. These new fuel injectors had higher piece-to-piece performance variations than the conventional fuel injectors. It was unclear whether such variation was acceptable for customer perceived powertrain quality. A virtual powertrain system simulation model was used to analytically evaluate the impact of the fuel injector performance variability. Monte Carlo simulation was carried out to assess the impact of injector variability. The results from the simulation were further refined using engine hardware testing. This study made recommendations for the acceptable level of hardware tolerance, which was different from what the supplier of the injectors had suggested.",2010
1651,Sampling-Based Stochastic Sensitivity Analysis Using Score Functions for RBDO Problems With Correlated Random Variables,"This study presents a methodology for computing stochastic sensitivities with respect to the design variables, which are the mean values of the input correlated random variables. Assuming that an accurate surrogate model is available, the proposed method calculates the component reliability, system reliability, or statistical moments and their sensitivities by applying Monte Carlo simulation (MCS) to the accurate surrogate model. Since the surrogate model is used, the computational cost for the stochastic sensitivity analysis is negligible. The copula is used to model the joint distribution of the correlated input random variables, and the score function is used to derive the stochastic sensitivities of reliability or statistical moments for the correlated random variables. An important merit of the proposed method is that it does not require the gradients of performance functions, which are known to be erroneous when obtained from the surrogate model, or the transformation from X-space to U-space for reliability analysis. Since no transformation is required and the reliability or statistical moment is calculated in X-space, there is no approximation or restriction in calculating the sensitivities of the reliability or statistical moment. Numerical results indicate that the proposed method can estimate the sensitivities of the reliability or statistical moments very accurately, even when the input random variables are correlated.",2010
1652,Reliability-Based Design Optimization With Confidence Level for Non-Gaussian Distributions Using Bootstrap Method,"For reliability-based design optimization (RBDO), generating an input statistical model with confidence level has been recently proposed to offset the inaccurate estimation of the input statistical model with Gaussian distributions. For this, the confidence intervals of mean and standard deviation are calculated using the Gaussian distributions of input random variables. However, if the input random variables are non-Gaussian, the use of the Gaussian distributions of input variables will provide inaccurate confidence intervals, and thus, yield undesirable confidence level of the reliability-based optimum design meeting the target reliability ",2010
1653,Multiscale Variability and Uncertainty Quantification Based on a Generalized Multiscale Markov Model,"Variability is inherent randomness in systems, whereas uncertainty is due to lack of knowledge. In this paper, a generalized multiscale Markov (GMM) model is proposed to quantify variability and uncertainty simultaneously in multiscale system analysis. The GMM model is based on a new imprecise probability theory that has the form of generalized interval, which is a Kaucher or modal extension of classical set-based intervals to represent uncertainties. The properties of the new definitions of independence and Bayesian inference are studied. Based on a new Bayes’ rule with generalized intervals, three cross-scale validation approaches that incorporate variability and uncertainty propagation are also developed.",2010
1654,"Updating Predictive Models: Calibration, Bias Correction and Identifiability","Model updating, which utilizes mathematical means to combine model simulations with physical observations for improving model predictions, has been viewed as an integral part of a model validation process. While calibration is often used to “tune” uncertain model parameters, bias-correction has been used to capture model inadequacy due to a lack of knowledge of the physics of a problem. While both sources of uncertainty co-exist, these two techniques are often implemented separately in model updating. This paper examines existing approaches to model updating and presents a modular Bayesian approach as a comprehensive framework that accounts for many sources of uncertainty in a typical model updating process and provides stochastic predictions for the purpose of design. In addition to the uncertainty in the computer model parameters and the computer model itself, this framework accounts for the experimental uncertainty and the uncertainty due to the lack of data in both computer simulations and physical experiments using the Gaussian process model. Several challenges are apparent in the implementation of the modular Bayesian approach. We argue that distinguishing between uncertain model parameters (calibration) and systematic inadequacies (bias correction) is often quite challenging due to an identifiability issue. We present several explanations and examples of this issue and bring up the needs of future research in distinguishing between the two sources of uncertainty.",2010
1655,A Hybrid Reliability Approach for Reliability-Based Design Optimization,"Reliability-based Design Optimization problems have been solved by two well-known methods: Reliability Index Approach (RIA) and Performance Measure Approach (PMA). RIA generates first-order approximate probabilistic constraints using the measures of reliability indices. For infeasible design points, the traditional RIA method suffers from inaccurate evaluation of the reliability index. To overcome this problem, the Modified Reliability Index Approach (MRIA) has been proposed. The MRIA provides the accurate solution of the reliability index but also inherits some inefficiency characteristics from the Most Probable Failure Point (MPFP) search when nonlinear constraints are involved. In this paper, the benchmark examples have been utilized to examine the efficiency and stability of both PMA and MRIA. In our study, we found that the MRIA is capable of obtaining the correct optimal solutions regardless of the locations of design points but the PMA is much efficient in the inverse reliability analysis. To take advantages of the strengths of both methods, a Hybrid Reliability Approach (HRA) is proposed. The HRA uses a selection factor that can determine which method to use during optimization iterations. Numerical examples from the proposed method are presented and compared with the MRIA and the PMA.",2010
1656,Enabling Integrated Material and Product Design Under Uncertainty Through Stochastic Constitutive Relations,"This paper presents a computational framework that mathematically propagates material microstructure uncertainties to coarser system resolutions for use in multiscale design frameworks. The computational framework uses a homogenized stochastic constitutive relation that links microstructure uncertainty with stochastic material properties. The stochastic constitutive relation formulated in this work serves as the critical link between the material and product domains in integrated material and product design. Ubiquitous fine resolution uncertainty sources influencing prediction of material properties based on their structures are categorized, and stochastic cell averaging is achieved by two advanced uncertainty quantification methods: random process polynomial chaos expansion and statistical copula functions. Both methods confront the mathematical difficulty in randomizing constitutive law parameters by capturing the marked correlation among them often seen in complex materials, thus the results proffer a more accurate probabilistic estimation of constitutive material behavior. The method put forth in this research, though quite general, is applied to a plastic, high strength steel alloy for demonstration.",2010
1657,Tolerance Allocation of Assemblies Using Fuzzy Comprehensive Evaluation and Decision Support Processes,"Advancements in manufacturing technology significantly impact the design process. The ability to manufacture assembly components with specific tolerances has increased the need for tolerance allocation. This research proposes a framework that overcomes the drawbacks of the traditional tolerance control methods, and reduces subjectivity by using fuzzy set theory and decision support processes. The combination of fuzzy comprehensive evaluation and conjoint analysis facilitate the reduction of subjectivity in the tolerance control process. The application of the framework is demonstrated with two practical engineering problems. Tolerances are allocated for a clutch assembly and an O-ring seal in an accumulator.",2010
1658,Effective Random Field Characterization Considering Statistical Dependence for Probability Analysis and Design,"The Proper Orthogonal Decomposition (POD) method has been employed to extract the important signatures of the random field presented in an engineering product or process. Our preliminary study found that coefficients of the signatures are statistically uncorrelated but may be dependent. In general, the statistical dependence of the coefficients is ignored in the random field characterization for probability analysis and design. This paper thus proposes an effective approach to characterize the random field for probability analysis and design while accounting for the statistical dependence among the coefficients. The proposed approach is composed of two technical contributions. The first contribution is to develop a generic approximation scheme of random field as a function of the most important field signatures while preserving prescribed approximation accuracy. The coefficients of the signatures can be modeled as random field variables and their statistical properties are identified using the Chi-Square goodness-of-fit test. Second, the Rosenblatt transformation is employed to transform the statistically dependent random field variables into statistically independent random field variables. There exist so many transformation sequences when the number of random field variables becomes large. It was found that an improper selection of a transformation sequence may introduce high nonlinearity into system responses, which causes inaccuracy in probability analysis and design. Hence, a novel procedure is proposed for determining an optimal transformation sequence that introduces the least degree of nonlinearity to the system response after the Rosenblatt transformation. The proposed random field characterization can be integrated with one of the advanced probability analysis methods, such as the Eigenvector Dimension Reduction (EDR) method, Polynomial Chaos Expansion (PCE) method, etc. Three structural examples including a Micro-Electro-Mechanical Systems (MEMS) bistable mechanism are used to demonstrate the effectiveness of the proposed approach. The results show that the statistical dependence in random field characterization cannot be neglected for probability analysis and design. Moreover, it is shown that the proposed random field approach is very accurate and efficient.",2010
1659,Validation of Computational Fluid Structure Interaction Models for Shape Optimization Under Blast Impact,A first order structural optimization problem is examined to evaluate the effects of structural geometry on blast energy transfer in a fully coupled fluid structure interaction problem. The fidelity of the fluid structure interaction simulation is shown to yield significant insights into the blast mitigation problem not captured in similar empirically based blast models. An emphasis is placed on the accuracy of simulating such fluid structure interactions and its implications on designing continuum level structures. Higher order design methodologies and algorithms are discussed for the application of such fully coupled simulations on vehicle level optimization problems.,2010
1660,A Modified Continuous Reactive Tabu Search for Damage Detection in Beams,"The use of vibration-based techniques in damage identification has recently received considerable attention in many engineering disciplines. While various damage indicators have been proposed in the literature, those relying only on changes in the natural frequencies are quite appealing since these quantities can conveniently be acquired. The identification of damage involves an optimization step where response of a continuously updated finite elements model (FEM) is compared with the response of the experimental measurements and error between both responses is minimized. In this paper it is shown that such error function is highly multi-modal and that the same response can be obtained by more than one damage scenario. In order to find these optima a hybrid optimization approach is developed which utilizes two components; namely. Modified Continuous Reactive Tabu Search (MCRTS) and Real Coded Genetic Algorithms. MCRTS, the primary component, is a meta-heuristic capable of finding several optima in a multi-modal search space, which suites the nature of the problem at hand. GAs, the secondary component, although a global optimizer, is used as a local optimizer that is fired in promising regions of the search space as identified by the major component (MCRTS). It is used in favor of direct search methods to account for the presence of minor local optima. In order to test the algorithm, several beams are manufactured and crack damages are induced using wire-cutting, and the natural frequencies are tested experimentally. Such beams have two locations that can give the same response. The developed algorithm managed to find the two sought-for optima consistently in several runs. This proves the merit of this approach as being capable of handling the problem at hand.",2010
1661,An Efficient Tradeoff Approach for Topology Optimization With Manufacturing Constraints,"In this paper an efficient approach for generating tradeoff curves when performing topology optimization with manufacturing constraints is presented. By minimizing a new stiffness-volume ratio, or in-fact a new compliance-volume product, the tradeoff curve is generated by changing a new design parameter. The volume appearing in the objective is raised to the power of this new design parameter. In such manner different conceptual designs can be generated. By adopting a nested approach, the problem is easily solved by a simple numerical scheme. This is a nice feature of the approach which makes the numerical performance most efficient and robust. This feature makes it also easy to include manufacturing constraints by simply updating the move limits such that these constraints are satisfied. The design parametrization is done by the SIMP-model and patterns of checker-boards are prevented by adopting Sigmund’s filter. The efficiency of the approach is demonstrated by presenting tradeoff curves for both 2D- and 3D-problems.",2010
1662,Optimum Design of an Anchoring System for Percutaneous Mitral Valve Repair,"In a novel procedure for percutaneous mitral valve repair, inter-related hook-shaped anchors are inserted around the annulus to replace the surgeon’s suturing in open-heart ring annuloplasty. To properly attach to the tissue, the anchors should withstand large deformation applied during the delivery process and recover their original shape when released into the heart tissue. To this end, stress concentration is avoided along the anchors, which are fabricated of a super-elastic material, by means of shape optimization. Shape optimization consists in finding the smoothest anchor mid-curve possible, which minimizes the von Mises stresses applied during the delivery process. An optimization algorithm aimed at minimizing the weighted rms value of the curvature is introduced. A geometrically optimum shape is obtained by equally weighting the curvature values. Further reduction in the stress values is possible by weighting the curvature values along the anchor in an iterative procedure that yields a structurally optimum anchor. The weights at each iteration are defined proportional to the stress distribution along the anchor obtained in the previous iteration.",2010
1663,Tracing Pareto-Optimal Frontiers in Topology Optimization,In ,2010
