id,title,abstract,year
1173,A Formal Model of Human Interactions for Service Ecosystem Design,"In this digital era, the natures of services are becoming increasingly complex and diverse due to the convergences between the existing human-centered services and other supportive device services, or interactions between heterogeneous services. Expecting this trend is to be accelerated more, new scientific and engineered approaches to the service design are needed more than ever. In this context, a service designed conceptually and abstractly has significant limitations that keep the customers’ satisfaction from advancing above a certain level. Hence, in an initial service design phase, a service delivery process can be expressed quantitatively through a systematic analysis of its natures and the goals. In this paper, a human-centered complex service system is newly defined as service ecosystem. This study proposes a method for designing service processes as a Discrete Event System (DES) in formal ways by utilizing the concepts of affordance, preference, and a Affordance-based Finite State Automata (FSA) modeling methodology. The proposed design method suggests a model framework that focuses on service actions that reflects related properties of customers, employees, and environment entities and their interactions quantitatively. The formally expressed relations between properties of service entities such as customer, employee, and service environment provide guidelines for service designers in a more scientific way than traditional ones. In addition, it is expected that it will enable to add computational to the human-centered service system design and control and develop effective reusable controllers for complex service deliveries as well.",2014
1174,Identifying Glenoid Geometries Through Radial Basis Functions for Implant Design,"Total Shoulder Arthroplasty is performed on patients to restore range of motion of the shoulder and decrease pain caused by osteoarthritis at the glenohumeral joint. The glenohumeral joint is a slightly unstable ball and socket joint, where muscles hold the humerus in contact with the glenoid, located on the scapula. Improper sizing or alignment of the implant can cause the surgery to fail to restore mobility to the shoulder or only restore mobility for a limited time. Additionally, placement of the glenoid implant on the scapula is complicated by the limited view available during surgery and the deformation of the glenoid caused by osteoarthritis. Implant designs must take into account the large amount of variability present in both intact and osteoarthritic joints. The purpose of this research is to provide a morphable glenoid representation for the scapula to assist with preoperative planning and implant design. CT scans of healthy and osteoarthritic glenoids were provided by Hershey Medical Center for this study. Principal component analysis and radial basis functions are used to represent a range of potential glenoid geometries, both with and without osteoarthritis. This parametric model can be used to guide the design and sizing of implants. This approach should be extensible to the modeling of other bony surfaces, which can improve both implant design and surgical procedure.",2014
1175,Advancing Design Through the Creation and Visualization of Virtual Population Representing U.S. Civilians,"Visualization of the U.S. civilian population provides perspective on the variability of body size and shape, enabling designers and engineers to better understand the needs of their target users. This paper presents a virtual population of digital human models, representative of the U.S. civilian population, and the methods used to create it. It is based on the observed variability in stature, BMI, and waist circumference in the data from the 2007–2010 CDC NHANES survey. The NHANES data were used in conjunction with regression models to develop the required model parameters. The models were then presented such that the variability and distribution of variability in anthropometry can be easily seen.",2014
1176,A Simultaneous Computing Framework for Metamodel-Based Design Optimization,"At the aim of reducing the computational time of engineering design optimization problems using metamodeling technologies, we developed a flexible distributed framework independent of any third-part parallel computing software to implement simultaneous sampling during metamodel-based design optimization procedures. In this paper, the idea and implementation of hardware configuration, software structure, the main functional modular and interfaces of this framework are represented in detail. The proposed framework is capable of integrating black-box functions and legacy software for analyzing and common MBDO methods for space exploring. In addition, a message-based communication infrastructure based on TCP/IP protocol is developed for distributed data exchange. The Client/Server architecture and computing budget allocation algorithm considering software dependency enable samples to be effectively allocated to the distributed computing nodes for simultaneous execution, which gives rise to decreasing the elapsed time and improving MBDO’s efficiency. Through testing on several numerical benchmark problems, the favorable results demonstrate that the proposal framework can evidently save the computational time, and is practical for engineering MBDO problems.",2014
1177,Problem Formulations for Simulation-Based Design Optimization Using Statistical Surrogates and Direct Search,"Typical challenges of simulation-based design optimization include unavailable gradients and unreliable approximations thereof, expensive function evaluations, numerical noise, multiple local optima and the failure of the analysis to return a value to the optimizer. The remedy for all these issues is to use surrogate models in lieu of the computational models or simulations and derivative-free optimization algorithms. In this work, we use the ",2014
1178,An Approach Towards Generating Surrogate Models by Using RBFN With a Priori Bias,"In this paper, an approach to generate surrogate models constructed by radial basis function networks (RBFN) with a priori bias is presented. RBFN as a weighted combination of radial basis functions only, might become singular and no interpolation is found. The standard approach to avoid this is to add a polynomial bias, where the bias is defined by imposing orthogonality conditions between the weights of the radial basis functions and the polynomial basis functions. Here, in the proposed a priori approach, the regression coefficients of the polynomial bias are simply calculated by using the normal equation without any need of the extra orthogonality prerequisite. In addition to the simplicity of this approach, the method has also proven to predict the actual functions more accurately compared to the RBFN with a posteriori bias. Several test functions, including Rosenbrock, Branin-Hoo, Goldstein-Price functions and two mathematical functions (one large scale), are used to evaluate the performance of the proposed method by conducting a comparison study and error analysis between the RBFN with a priori and a posteriori known biases. Furthermore, the aforementioned approaches are applied to an engineering design problem, that is modeling of the material properties of a three phase spherical graphite iron (SGI). The corresponding surrogate models are presented and compared.",2014
1179,A Global High Dimensional Metamodeling Approach With the Ability of Using Non-Uniform Sampling,"In engineering design, spending excessive amount of time on physical experiments or expensive simulations makes the design costly and lengthy. This issue exacerbates when the design problem has a large number of inputs, or of high dimension. High Dimensional Model Representation (HDMR) is one powerful method in approximating high dimensional, expensive, black-box (HEB) problems. One existing HDMR implementation, Random Sampling HDMR (RS-HDMR), can build a HDMR model from random sample points with a linear combination of basis functions. The most critical issue in RS-HDMR is that calculating the coefficients for the basis functions includes integrals that are approximated by Monte Carlo summations, which are error prone with limited samples and especially with non-uniform sampling. In this paper, a new approach based on Principal Component Analysis (PCA), called PCA-HDMR, is proposed for finding the coefficients that provide the best linear combination of the bases with minimum error and without using any integral. Benchmark problems are modeled using the method and the results are compared with RS-HDMR results. With both uniform and non-uniform sampling, PCA-HDMR built more accurate models than RS-HDMR for a given set of sample points.",2014
1180,Concurrent Surrogate Model Selection (COSMOS) Based on Predictive Estimation of Model Fidelity,"One of the primary drawbacks plaguing wider acceptance of surrogate models is their low fidelity in general. This issue can be in a large part attributed to the lack of automated model selection techniques, particularly ones that do not make limiting assumptions regarding the choice of model types and kernel types. A novel model selection technique was recently developed to perform optimal model search concurrently at three levels: (i) optimal model type (e.g., RBF), (ii) optimal kernel type (e.g., multiquadric), and (iii) optimal values of hyper-parameters (e.g., shape parameter) that are conventionally kept constant. The error measures to be minimized in this optimal model selection process are determined by the Predictive Estimation of Model Fidelity (PEMF) method, which has been shown to be significantly more accurate than typical cross-validation-based error metrics. In this paper, we make the following important advancements to the PEMF-based model selection framework, now called the Concurrent Surrogate Model Selection or COSMOS framework: (i) The optimization formulation is modified through binary coding to allow surrogates with differing numbers of candidate kernels and kernels with differing numbers of hyper-parameters (which was previously not allowed). (ii) A robustness criterion, based on the variance of errors, is added to the existing criteria for model selection. (iii) A larger candidate pool of 16 surrogate-kernel combinations is considered for selection — possibly making COSMOS one of the most comprehensive surrogate model selection framework (in theory and implementation) currently available. The effectiveness of the COSMOS framework is demonstrated by successfully applying it to four benchmark problems (with 2–30 variables) and an airfoil design problem. The optimal model selection results illustrate how diverse models provide important tradeoffs for different problems.",2014
1181,Global Optimization With Quantum Walk Enhanced Grover Search,"One of the significant breakthroughs in quantum computation is Grover’s algorithm for unsorted database search. Recently, the applications of Grover’s algorithm to solve global optimization problems have been demonstrated, where unknown optimum solutions are found by iteratively improving the threshold value for the selective phase shift operator in Grover rotation. In this paper, a hybrid approach that combines continuous-time quantum walks with Grover search is proposed. By taking advantage of quantum tunneling effect, local barriers are overcome and better threshold values can be found at the early stage of search process. The new algorithm based on the formalism is demonstrated with benchmark examples of global optimization. The results between the new algorithm and the Grover search method are also compared.",2014
1182,Investigation of Numerical Performance of Partitioning and Parallel Processing of Markov Chain (PPMC) for Complex Design Problems,"Divide-and-conquer strategies have been utilized to perform evaluation calculations of complex network systems, such as reliability analysis of a Markov chain. This paper focuses on partitioning of Markov chain for a multi-modular redundant system and the fast calculation using parallel processing. The complexity of Markov chain is first reduced by eliminating the connections with low transition probabilities associated with a threshold parameter. The transition probability matrix is then reordered and partitioned such that a worse-case reliability is evaluated through the calculations in only the diagonal sub-matrices of the transition probability matrix. Since the calculations of the sub-matrices are independent to each other, the numerical efficiency can be greatly improved using parallel computing. The numerical results showed the selection of threshold parameter is a key factor to numerical efficiency. In this paper, the sensitivity of the numerical performance of Partitioning and Parallel-processing of Markov Chain (PPMC) to the threshold parameter has been investigated and discussed.",2014
1183,A System Uncertainty Propagation Approach With Model Uncertainty Quantification in Multidisciplinary Design,"The performance of a multidisciplinary system is inevitably affected by various sources of uncertainties, usually categorized as aleatory (e.g. input variability) or epistemic (e.g. model uncertainty) uncertainty. In the framework of design under uncertainty, all sources of uncertainties should be aggregated to assess the uncertainty of system quantities of interest (QOIs). In a multidisciplinary design system, uncertainty propagation refers to the analysis that quantifies the overall uncertainty of system QOIs resulting from all sources of aleatory and epistemic uncertainty originating in the individual disciplines. However, due to the complexity of multidisciplinary simulation, especially the coupling relationships between individual disciplines, many uncertainty propagation approaches in the existing literature only consider aleatory uncertainty and ignore the impact of epistemic uncertainty. In this paper, we address the issue of efficient uncertainty quantification of system QOIs considering both aleatory and epistemic uncertainties. We propose a spatial-random-process (SRP) based multidisciplinary uncertainty analysis (MUA) method that, subsequent to SRP-based disciplinary model uncertainty quantification, fully utilizes the structure of SRP emulators and leads to compact analytical formulas for assessing statistical moments of uncertain QOIs. The proposed method is applied to a benchmark electronics packaging problem. To demonstrate the effectiveness of the method, the estimated low-order statistical moments of the QOIs are compared to the results from Monte Carlo simulations.",2014
1184,System of Systems Approach to Air Transportation Design Using Nested Problem Formulation and Direct Search Optimization,"Aircraft sizing, route network design, demand estimation and allocation of aircraft to routes are different facets of the air transportation optimization problem that can be viewed as individual “systems,” since they can be conducted independently. In fact, there is a large body of literature that investigates each of these as a stand-alone problem. In this regard, the air transportation design optimization problem can be viewed as an optimal system-of-systems (SoS) design problem. The resulting mixed variable programming problem cannot be solved all-in-one (AiO) because its size and complexity grow exponentially with increasing number of network nodes. In this work, we use a nested multidisciplinary formulation and the Mesh Adaptive Direct Search (MADS) optimization algorithm to solve the optimal SoS design problem. The expansion of a regional Canadian airline’s network to enable national operations is considered as an example.",2014
1185,Iteration Complexity of the Alternating Direction Method of Multipliers for Quasi-Separable Problems in Multi-Disciplinary Design Optimization,"The Alternating Direction Method of Multipliers (ADMM) is a distributed algorithm suitable for quasi-separable problems in Multi-disciplinary Design Optimization. Previous authors have studied the convergence and complexity of the ADMM algorithm by treating it as an instance of the proximal point algorithm. In this paper, those previous results are extended to an alternate form of the ADMM algorithm applied to the quasi-separable problem. Secondly, a dynamic penalty parameter updating heuristic for the ADMM algorithm is introduced and compared against a previously proposed updating heuristic. The proposed updating heuristic was tested on a distributed linear model fitting example and performed favorably against the other heuristic and the fixed penalty parameter scheme.",2014
1186,Dual Residual in Augmented Lagrangian Coordination for Decomposition-Based Optimization,"As system design problems increase in complexity, researchers seek approaches to optimize such problems by coordinating the optimizations of decomposed sub-problems. Many methods for optimization by decomposition have been proposed in the literature among which, the Augmented Lagrangian Coordination (ALC) method has drawn much attention due to its efficiency and flexibility. The ALC method involves a quadratic penalty term, and the initial setting and update strategy of the penalty weight are critical to the performance of the ALC. The weight in the traditional weight update strategy always increases and previous research shows that an inappropriate initial value of the penalty weight may cause the method not to converge to optimal solutions.",2014
1187,Solving Structure for Network-Decomposed Problems Optimized With Augmented Lagrangian Coordination,"The complexity of design and optimization tasks of modern products which cannot be carried out by a single expert or by a single design team motivated the development of the field of decomposition-based optimization. In general, the process of decomposition-based optimization consists of two procedures: (1) Partitioning the original problem into sub-problems according to the design disciplines, components or other aspects; and (2) Coordinating these sub-problems to guarantee that the aggregation of their optimal solutions results in a feasible and optimal solution for the original problem. Much current work focuses on alternative approaches for these two procedures.",2014
1188,Cooperative Design Optimization (CDO) for Multidisciplinary Systems,"Design engineers and decision-makers across various fields are constantly working to make optimal design decisions for multidisciplinary engineering systems in an effort to improve performance and reduce costs. The multiple disciplines that decision-makers are forced to consider can range from different physical components of a system, to competing physical phenomena influencing a component (e.g. flow forces and structural strength), to completely separate models of interest to a system (e.g. engineering performance and lifecycle cost). The common element that all these decision-making scenarios share is the presence of couplings between the considered disciplines (or subsystems). How the values for these coupling parameters are determined within a decision-making or optimization framework is the subject of countless research efforts. At present the multidisciplinary design optimization (MDO) community has settled on a few proven techniques such Collaborative Optimization (CO) and Analytic Target Cascading (ATC). However, current MDO techniques have issues that limit their effectiveness in solving various MDO problems. Many of these strategies require close coordination between subsystem optimization solvers, require significant effort by decision-makers to pose their problems in a suitable format, and/or can have large computational efficiency problems due to the fact that they involve solving nested optimization problems. In an effort to alleviate some of these issues and make MDO easier to implement and more computationally efficient, a new sequential MDO algorithm called Cooperative Design Optimization (CDO) is proposed. The CDO approach functions through a series of subsystem optimizations using a successively smaller cooperation space. The cooperation space is analogous to the design space of a traditional optimization problem, but includes only the coupling parameters that are a factor in multiple subsystems. A single iteration of the approach can be thought of as a negotiation between all of the subsystems regarding the boundaries of the cooperation space. To facilitate this cooperation, each subsystem optimization problem is restructured as a multi-objective optimization problem so that a Pareto set of optimal solutions, or agreeable design alternatives, are produced. As a result, after all subsystem optimizations are accomplished, each subsystem’s obtained Pareto optimal solution sets are compared with respect to the coupling parameters and new bounds in the cooperation space are determined for the next iteration. This process allows each subsystem to be optimized completely independently within the boundaries of the agreed upon cooperation space while coordination is achieved through an analysis of obtained optimal solutions for each subsystem. Iterations, or negotiations, are repeated until an acceptable solution or set of solutions is obtained for all included subsystems through this cooperative process.",2014
1189,A Dynamic Service-Oriented Distributed Computing Framework for Evaluation of Computationally Expensive Black-Box Analyses,"A practical, flexible, versatile, and heterogeneous distributed computing framework is presented that simplifies the creation of small-scale local distributed computing networks for the execution of computationally expensive black-box analyses. The framework is called the Dynamic Service-oriented Optimization Computing Framework (DSOCF), and is designed to parallelize black-box computation to speed up optimization runs. It is developed in Java and leverages the Apache River project, which is a dynamic Service-Oriented Architecture (SOA). A roulette-based real-time load balancing algorithm is implemented that supports multiple users and balances against task priorities, which is superior to the rigid pre-set wall clock limits commonly seen in grid computing. The framework accounts for constraints on resources and incorporates a credit-based system to ensure fair usage and access to computing resources. Experimental testing results are shown to demonstrate the effectiveness of the framework.",2014
1190,Application of Analytical Target Cascading for Engine Calibration Optimization Problem,"This paper presents the development of an Analytical Target Cascading (ATC) Multidisciplinary Design Optimization (MDO) framework for a steady-state engine calibration optimization problem. The implementation novelty of this research is the use of the ATC framework to formulate the complex multi-objective engine calibration problem, delivering a considerable enhancement compared to the conventional 2-stage calibration optimization approach [1]. A case study of a steady-state calibration optimization of a Gasoline Direct Injection (GDI) engine was used for the calibration problem analysis as ATC. The case study results provided useful insight on the efficiency of the ATC approach in delivering superior calibration solutions, in terms of “global” system level objectives (e.g. improved fuel economy and reduced particulate emissions), while meeting “local” subsystem level requirements (such as combustion stability and exhaust gas temperature constraints). The ATC structure facilitated the articulation of engineering preference for smooth calibration maps via the ATC linking variables, with the potential to deliver important time saving for the overall calibration development process.",2014
1191,Evaluation of System Reconfigurability Based on Usable Excess,"The challenge of designing complex engineered systems with long service lives can be daunting. As customer needs change over time, such systems must evolve to meet these needs. This paper presents a method for evaluating the reconfigurability of systems to meet future needs. Specifically we show that excess capability is a key factor in evaluating the reconfigurability of a system to a particular need, and that the overall system reconfigurability is a function of the system’s reconfigurability to all future needs combined. There are many examples of complex engineered systems; for example, aircraft, ships, communication systems, spacecraft and automated assembly lines. These systems cost millions of dollars to design and millions to replicate. They often need to stay in service for a long time. However, this is often limited by an inability to adapt to meet future needs. Using an automated assembly line as an example, we show that system reconfigurability can be modeled as a function of usable excess capability.",2014
1192,Using Interfaces to Drive Module Definition: Investigating the Impact of a New Design Dependency Measure,"Structural representations for interfaces between modules and components in a product vary widely in the literature. After reviewing several structural approaches to interface definition, a new weighted design dependency measure is described. The new representation takes into account both six different types of interfaces as well as their relative strength and frequency within a product architecture. The resulting design dependency measure provides a means for designers to quantify the change resistance in a product. In this paper, we investigate the use of this new design dependency measure to drive module identification. Specifically, we compare the resulting modules obtained by optimizing Design Structure Matrices (DSMs) using standard 0-1 representations of the interfaces to those obtained using the new design dependency measure. The results indicate that the weighted design dependency measure leads to more a logical definition of modules that maximizes within module dependencies and minimizes interactions between modules.",2014
1193,Solving the Reconfigurable Design Problem for Multiability With Application to Robotic Systems,"Systems that can be reconfigured are valuable in situations where a single artifact must perform several different functions well, and are especially important in cases where system demands are not known a priori. Design of reconfigurable systems present unique challenges compared to fixed system design. Increasing reconfigurable capability improves system utility, but also increases system complexity and cost. In this article a new design strategy is presented for the design of reconfigurable systems for multiability. This study is limited to systems where all system functions are known a priori, and only continuous means of reconfiguration are considered. Designing such a system requires determination of (1) what system features should be reconfigurable, and (2) what should the range of reconfigurability of these features be. The new design strategy is illustrated using a reconfigurable delta robot, which is a parallel manipulator that can be adapted to perform a variety of manufacturing operations. In this case study the tradeoff between end effector stiffness and speed is considered over two separate manipulation tasks.",2014
1194,Designing Scalable Product Families for Black-Box Functions,"Product family design optimization is a cost-efficient concept for achieving the best tradeoff between commonalization and diversification of products. When design functions are computationally intensive and thus viewed as black-boxes, the product family design becomes more challenging. In this study a two-stage platform configuration and product family design optimization method with generalized commonality is proposed for scale-based families involving black-box functions. The platform configuration is unknown and multiple sub-platforms are allowed. In this study, the main parameters used towards the family design include a non-conventional sensitivity analysis, the detachability property of each variable, and the variation of individual optimal values for each design variable. Metamodeling techniques are employed to provide both the non-conventional sensitivity and correlation intensities information, which leads to significant savings in the number of function calls. Efficiency of this method is tested through designing a scalable family of universal electric motors. Compared to a number of previously developed methods, the proposed method yields a design solution with acceptable performance loss after commonalization, and better value for the aggregated preference objective function while satisfying all the performance constraints.",2014
1195,Decision Topology Assessment in Engineering Design Under Uncertainty,"The implications of decision analysis (DA) on engineering design are well known. Recently, the authors proposed decision topologies (DT) as a visual method for making design decisions and proved that they are consistent with normative decision analysis. This paper addresses the practical issue of assessing DTs for a decision maker (DM) using their responses, particularly under uncertainty. This is critical to encoding decision maker preferences so that further analysis and mathematical optimization can be performed using the correct set of preferences. We show how multiattribute DTs can be directly assessed from DM responses. Four methods are shown to evolutionarily assess DTs among which one that requires the DM to rank alternatives and another where a utility function is first assessed. It is also shown that preferences under uncertainty can be easily incorporated. In addition, we show that topologies can be constructed using single attribute topologies similarly to multi-linear functions in utility analysis. This incremental construction simplifies the process of topology construction. The reverse problem of inferring single attribute DTs is also presented. The proposed assessment methods are used on a design decision making problem of a welded beam.",2014
1196,Redundancy Allocation for Reliability Design of Engineering Systems With Failure Interactions,"In reliability design, allocating redundancy through various optimization methods is one of the important ways to improve the system reliability. Generally, in these redundancy allocation problems, it is assumed that failures of components are independent. However, under this assumption failure rates can be underestimated since failure interactions can significantly affect the performance of systems. This paper first proposed an analytical model describing the failure rates with failure interactions. Then a Modified Analytic Hierarchy Process (MAHP) is proposed to solve the redundancy allocation problems for systems with failure interactions. This method decomposes the system into several blocks and deals with those down-sized blocks before diving deep into the most appropriate component for redundancy allocation. Being simple and flexible, MAHP provides an intuitive way to design a complex system and complex explicit objective functions for the entire system is not required in the proposed approach. More importantly, with the help of the proposed analytical failure interaction model, MAHP can capture the effect of failure interactions. Results from case studies clearly demonstrate the applicability of the analytical model for failure interactions and MAHP for reliability design.",2014
1197,Improve System Reliability and Robustness Using Axiomatic Design and Fault Tree Analysis,"The reliability and robustness are critical aspects for engineering systems. In a complex system, usually multiple functions need to be achieved. In such cases, there exist optimal mappings between functions and physical components. In this paper, a new approach, Axiomatic Fault Tree Analysis (AFTA), is proposed to improve the system reliability and robustness simultaneously. In AFTA, system robustness is improved by using Axiomatic Design (AD) to decouple the system to an extent where a group of functions have a corresponding relationship with only one physical component. Moreover, Fault Tree Analysis and Axiomatic Design have been integrated in AFTA by using two new indices indicating the importance degrees of functions and physical components in a reliability sense, which provides a guideline for reliability improvement. A case study of a complex system is used to illustrate the procedure and applicability of AFTA. Theoretical calculations are used to verify AFTA for non-repairable systems, and multi-agent based simulations are for repairable systems. Both the theoretical and simulated results show that the system reliability has been improved significantly without large additional cost.",2014
1198,Efficient Global Optimization Reliability Analysis (EGORA) for Time-Dependent Limit-State Functions,"If a limit-state function involves time, the associated reliability is defined within a period of time. The extreme value of the limit-state function is needed to calculate the time-dependent reliability, and the extreme value is usually highly nonlinear with respect to random input variables and may follow a multimodal distribution. For this reason, a surrogate model of the extreme response along with Monte Carlo simulation is usually employed. The objective of this work is to develop a new method, called the Efficient Global Optimization Reliability Analysis (EGORA), to efficiently build the surrogate model. EGORA is based on the Efficient Global Optimization (EGO) method. Different from the current method that generates training points for random variables and time independently, EGORA draws training points for the two types of input variables simultaneously and therefore accounts for their interaction effects. The other improvement is that EGORA only focuses on high accuracy at or near the limit state. With the two improvements, the new method can effectively reduce the number of training points. Once the surrogate model of the extreme response is available, Monte Carlo simulation is applied to calculate the time-dependent reliability. Good accuracy and efficiency of EGORA are demonstrated by three examples.",2014
1199,Incorporating Flexibility in the Design of Repairable Systems: Design of Microgrids,"The authors have recently proposed a ‘decision-based’ framework to design and maintain repairable systems. In their approach, a multiobjective optimization problem is solved to identify the best design using multiple short and long-term statistical performance metrics. The design solution considers the initial design, the system maintenance throughout the planning horizon, and the protocol to operate the system. Analysis and optimization of complex systems such as a microgrid is however, computationally intensive. The problem is exacerbated if we must incorporate flexibility in terms of allowing the microgrid architecture and its running protocol to change with time. To reduce the computational effort, this paper proposes an approach that “learns” the working characteristics of the microgrid and quantifies the stochastic processes of the total load and total supply using autoregressive time-series. This allows us to extrapolate the microgrid operation in time and eliminate therefore, the need to perform a full system simulation for the entire long-term planning horizon. The approach can be applied to any repairable system. We show that building in flexibility in the design of repairable systems is computationally feasible and leads to better designs.",2014
1200,A Simulation Method to Estimate the Time-Varying Failure Rate of Dynamic Systems,"The failure rate of dynamic systems with random parameters is time-varying even for linear systems excited by a stationary random input. In this paper, we propose a simulation-based method to estimate this time-varying failure rate. The input and output stochastic processes are discretized using a small time step to calculate the trajectories of the output stochastic process accurately through simulation. The planning horizon (time of interest) is then partitioned into a series of longer correlated time intervals and the Saddlepoint approximation (SPA) is employed to estimate the distribution of maximum response and thus obtain the probability of failure in each time interval. Using the same simulated trajectories with SPA, a time-dependent copula is built to provide the correlation between the response in each time interval and the response up to that time interval. The time-varying failure rate is finally estimated at each discrete time, using the probability of failure in each time interval and the correlation information from the estimated copula. The effectiveness of the proposed method is illustrated with a vehicle vibration example.",2014
1201,An Improved Stochastic Upscaling Method for Multiscale Engineering Systems,A stochastic multiscale modeling technique is proposed to construct coarse scale representation of a fine scale model for use in engineering design problems. The complexity of the fine scale heterogeneity under uncertainty is replaced with the homogenized coarse scale parameters by seeking agreement between the responses at both scales. Generalized polynomial chaos expansion is implemented to reduce the dimensionality of propagating uncertainty through scales and the computational costs of the upscaling method. It is integrated into a hybrid optimization procedure with the genetic algorithm and sequential quadratic programming. Two structural engineering problems that involve uncertainties in elastic material properties and geometric properties at fine scales are presented to demonstrate the applicability and merit of the proposed technique.,2014
1202,A Confidence-Based Adaptive Sampling Approach for Dynamic Reliability Analysis,"Dynamic reliability is defined as the probability that an engineered system successfully performs the predefined functionality over a certain period of time considering time-variant operation condition and component deterioration. In practice, it is still a major challenge to conduce dynamic reliability analysis due to the prohibitively high computational costs. In this study, a confidence-based meta-modeling approach is proposed for efficient sensitivity-free dynamic reliability analysis, referred to as double-loop adaptive sampling (DLAS). In DLAS a Gaussian process (GP) model is constructed to approximate extreme system responses over time, so that Monte Carlo simulation (MCS) can be employed directly to estimate dynamic reliability. A qualitative confidence measure is proposed to evaluate the accuracy of dynamic reliability estimation while using the MCS approach based on developed GP models. To improve the confidence, a double-loop adaptive sampling scheme is developed to efficiently update the GP model in a sequential manner, by considering system input variables and time concurrently in double sampling loops. The model updating process can be terminated once the user defined confidence target is satisfied. The DLAS approach does not require computationally expensive sensitivity analysis, thus substantially improves the efficiency of dynamic reliability assessment. Two case studies are used to demonstrate the effectiveness of DLAS for dynamic reliability analysis.",2014
1203,An Integrated Performance Measure Approach for System Reliability Assessment,"This paper presents an integrated performance measure approach (iPMA) for system reliability assessment considering multiple dependent failure modes. An integrated performance function is developed to envelope all component level failure events, thereby enables system reliability approximation by considering only one integrated system limit state. The developed integrated performance function possesses two critical properties. First, it represents exact joint failure surface defined by multiple component failure events, thus no error will be induced due to the integrated limit state function in system reliability computation. Second, smoothness of the integrated performance on system failure surface can be guaranteed, therefore advanced response surface techniques can be conveniently employed for response approximation. With the developed integrated performance function, the maximum confidence enhancement based sequential sampling method is adopted as an efficient component reliability analysis tool for system reliability approximation. To furthermore improve the computational efficiency, a new constraint filtering technique is developed to adaptively identify active limit states during the iterative sampling process without inducing any extra computational cost. One case study is used to demonstrate the effectiveness of system reliability assessment using the developed iPMA methodology.",2014
1204,Inverse Reliability Analysis for Approximated Second-Order Reliability Method Using Hessian Update,"According to order of approximation, there are two types of analytical reliability analysis methods; first-order reliability method and second-order reliability method. Even though FORM gives acceptable accuracy and good efficiency for mildly nonlinear performance functions, SORM is required in order to accurately estimate the probability of failure of highly nonlinear functions due to its large curvature. Despite its necessity, SORM is not commonly used because the calculation of the Hessian is required. To resolve the heavy computational cost in SORM due to the Hessian calculation, a quasi-Newton approach to approximate the Hessian is introduced in this study instead of calculating the Hessian directly. The proposed SORM with the approximated Hessian requires computations only used in FORM leading to very efficient and accurate reliability analysis. The proposed SORM also utilizes the generalized chi-squared distribution in order to achieve better accuracy. Furthermore, an SORM-based inverse reliability method is proposed in this study as well. A reliability index corresponding to the target probability of failure is updated using the proposed SORM. Two approaches in terms of finding more accurate most probable point using the updated reliability index are proposed and compared with existing methods through numerical study. The numerical study results show that the proposed SORM achieves efficiency of FORM and accuracy of SORM.",2014
1205,Confidence-Based Method for Reliability-Based Design Optimization,"An accurate input probabilistic model is necessary to obtain a trustworthy result in the reliability analysis and the reliability-based design optimization (RBDO). However, the accurate input probabilistic model is not always available. Very often only insufficient input data are available in practical engineering problems. When only the limited input data are provided, uncertainty is induced in the input probabilistic model and this uncertainty propagates to the reliability output which is defined as the probability of failure. Then, the confidence level of the reliability output will decrease. To resolve this problem, the reliability output is considered to have a probability distribution in this paper. The probability of the reliability output is obtained as a combination of consecutive conditional probabilities of input distribution type and parameters using Bayesian approach. The conditional probabilities that are obtained under certain assumptions and Monte Carlo simulation (MCS) method is used to calculate the probability of the reliability output. Using the probability of the reliability output as constraint, a confidence-based RBDO (C-RBDO) problem is formulated. In the new probabilistic constraint of the C-RBDO formulation, two threshold values of the target reliability output and the target confidence level are used. For effective C-RBDO process, the design sensitivity of the new probabilistic constraint is derived. The C-RBDO is performed for a mathematical problem with different numbers of input data and the result shows that C-RBDO optimum designs incorporate appropriate conservativeness according to the given input data.",2014
1206,Time-Dependent Reliability Analysis Using the Total Probability Theorem,"A new reliability analysis method is proposed for time-dependent problems with limit-state functions of input random variables, input random processes and explicit in time using the total probability theorem and the concept of composite limit state. The input random processes are assumed Gaussian. They are expressed in terms of standard normal variables using a spectral decomposition method. The total probability theorem is employed to calculate the time-dependent probability of failure using a time-dependent conditional probability which is computed accurately and efficiently in the standard normal space using FORM and a composite limit state of linear instantaneous limit states. If the dimensionality of the total probability theorem integral (equal to the number of input random variables) is small, we can easily calculate it using Gauss quadrature numerical integration. Otherwise, simple Monte Carlo simulation or adaptive importance sampling is used based on a pre-built Kriging metamodel of the conditional probability. An example from the literature on the design of a hydrokinetic turbine blade under time-dependent river flow load demonstrates all developments.",2014
